,0,1,2,3,4,5
148,relax,1.13018498323935,2.03012810482696,3.29657709044678,4.03334645769806,4.00535200862532
149,day,6.25356739874464,6.47307160067569,6.46285431487395,6.54376200505417,6.25631358215855
150,walk,7.42873856975290,6.73056782296804,6.40700108014043,6.05651244227711,5.76115521697053
151,everywhere,3.45211307812670,3.25252052616341,3.29657709044678,2.79704843433640,1.98040565149510
152,back,8.75014290531671,8.52331641184045,8.22408571713379,8.09120186312216,8.00380543526919
153,course,4.79856349214815,5.17308605866900,5.46650209188909,5.41425127205776,5.31569212923748
154,see,7.10746490673927,7.16626479281298,7.12254769067173,6.64402612852759,6.27010288704815
155,do,8.11399294973677,7.87770750449406,7.74553809258323,7.31848252121579,6.93784518926704
156,customers,6.31151474795392,5.65461896973475,4.79134178219636,3.86860169536143,4.03795667405725
157,gotta,1.64475815606911,2.35205619971432,2.64450039386709,2.66929288713803,2.64160373804334
158,give,8.27265677194086,8.13166613128902,7.80868902576025,7.34067013967666,6.74889775121524
159,prop,0.0,0.34036759700476,1.42210797253064,1.08433038641687,0.64237863632192
160,r,3.81468315751142,3.87143035880790,3.98689259131416,3.83326862224915,3.78295958728888
161,due,4.53228342681070,4.61509060554811,4.39173432348712,3.95879950433300,2.82092743748790
162,shanghai,0.0,0.44516560410580,1.15907356669684,0.72176030703216,0.13910339751416
163,club,4.07771756334522,4.22652531763046,4.02697003068950,4.19052979024879,3.48487823435588
164,deserve,3.93753990529695,2.90459722274310,2.64450039386709,2.69576509849922,3.15405373898013
165,praise,0.32283006118174,0.44516560410580,0.89325591782045,0.82129598058307,1.59853501615145
166,surprise,4.66268006406637,4.78501560699042,5.42210797253064,5.61830895841922,5.01357251543030
167,yelp,5.14300902359694,5.32780865346764,5.20346768605530,4.98049457543233,4.95502033307518
168,review,6.97028848763667,7.09621729528472,6.75600870908408,6.39822116223882,6.11447373100544
169,among,1.32283006118175,1.90459722274310,1.92460831305982,2.49936788569571,2.04599399312268
170,best,6.35625306271920,6.91684081849784,7.19029229730756,7.40224541879760,8.20877692532097
171,chinese,5.26534456652099,5.37590294166869,5.43705831399661,5.49560596689951,4.85334891518028
172,age,2.78226167981905,2.83748302688456,2.69512646693706,2.91440538497456,2.36149581885060
173,outstanding,1.49275506262406,2.90459722274310,3.56506592637268,3.66929288713803,4.74889775121525
174,point,6.18701620583603,6.20005310626927,5.72588872070774,5.23633347986192,5.11638332101407
175,crave,3.41029290243208,4.63499016298582,5.00707047325180,4.94231138154444,4.33550061031766
176,delicious,4.27702637156862,5.82886989657985,6.87331908436296,7.86058062569811,8.02225578317110
177,generous,2.32283006118175,3.65461896973475,4.17699547469411,4.27195738959264,4.21235237954479
178,portion,5.51265462006177,6.43385029087797,6.83432495274710,6.74095387226546,6.09329970790103
179,speedy,0.6253908692933,0.68073519400953,0.89325591782045,1.30672280775332,0.36149581885060
180,service,9.03449703474610,8.97849533641163,8.84066338391809,8.56948883017254,8.47449375220808
181,per,4.10418977470640,4.27805561827054,4.21218490315641,4.04368840191952,3.39963094773737
182,dish,6.71514748396050,7.34603241208654,7.58868953089858,7.48331153947664,7.05299010332472
183,lunch,6.36174905047405,6.84177038528765,7.25499798669537,7.36252169038401,6.77088675498829
184,specials,3.32283006118175,3.65461896973475,4.63156133815959,4.87440731704264,4.24064142397622
185,include,5.00933058836497,5.47858860564325,5.53063242930881,5.61830895841922,5.08552235730931
186,puff,1.90779256190291,1.90459722274310,2.29657709044678,1.72176030703216,2.01357251543030
187,soup,6.05075051574495,6.53792274502565,6.56506592637268,6.56725035797654,5.91169290141108
188,dine,3.49275506262406,3.76709369899316,3.39173432348712,3.73458434738975,3.49665540213223
189,max,0.64475815606911,1.61509060554811,1.42210797253064,0.91440538497455,0.36149581885060
190,price,7.22671190691793,7.93300563792885,7.97157179203041,7.74887643495878,7.24151658023046
191,fast,4.76577355703048,5.39936191449268,5.80292975647157,6.05651244227711,5.76359426242195
192,value,3.74909481588384,4.57444862105077,4.40700108014043,4.46899423665219,3.71401223357139
193,last,7.06092232080224,6.85030706724214,6.31287890277588,6.07175232033740,5.90949199321781
194,visit,6.43657222723094,6.84604504038798,6.50957081378098,6.74571262877661,6.59168785075518
195,enjoy,5.36722418054020,6.25894679532284,6.91128693456199,7.22388173881566,6.71527277977731
196,spicy,4.43135451795992,6.06721742356218,6.29657709044678,6.46322729343331,5.98040565149510
197,soft,2.96668625095647,4.59491272361048,4.74403606741800,4.80314863387281,4.33550061031766
198,bean,4.66268006406637,5.30314659923337,5.57861245821063,5.34067013967666,5.10103535668063
199,curd,0.90779256190290,0.68073519400953,1.15907356669684,0.61484510311565,0.25458061493408
200,tons,2.71514748396051,2.03012810482696,2.69512646693706,3.00186822622490,2.74396545567302
201,tofu,3.07771756334522,3.73056782296805,4.40700108014043,4.28072759922037,3.58756389833045
202,fresh,5.70653435365580,6.50586153579336,6.86505146837936,7.40023469367646,7.30065521793146
203,mushroom,4.05075051574494,4.14560532224689,5.04659883743843,5.14802506173426,4.83491166692360
204,snow,0.90779256190290,0.76709369899316,1.64450039386709,2.04368840191952,1.87606899168036
205,peas,1.32283006118175,1.25252052616340,2.48100166158421,1.43796734103157,1.55414089679300
206,lot,5.98104154393354,6.90868997737698,7.17922013980861,7.11897652922376,6.36952419260654
207,veggies,3.90779256190291,4.48955972346426,4.69512646693706,4.66259823456402,3.92046311103882
208,light,4.30010998468167,5.07452222418541,5.76788280937237,5.60090591215778,5.27865474991295
209,brown,4.30010998468167,3.96872756016281,4.46650209188909,4.09431447498949,3.63095649384382
210,hot,5.95218668126136,6.77608248222041,6.91128693456199,6.78013865582631,6.29897473429255
211,sour,4.45211307812671,4.44516560410580,4.63156133815959,4.30672280775332,3.59853501615145
212,oz,3.22972065679027,4.08902179388052,3.67003548597422,3.06415250447924,2.59853501615145
213,shrimp,5.72370949746393,6.33390885300406,6.19029229730757,6.20672701777660,5.72906657929368
214,veg,1.49275506262406,1.03012810482696,2.53758518995058,1.55826157474928,1.19799708656773
215,flavorful,1.90779256190291,3.53262844535614,4.71978852117132,5.19052979024879,4.83491166692360
216,slimy,2.22972065679027,0.68073519400953,0.42210797253064,0.35339851572623,0.27530512985225
217,prove,1.90779256190291,2.03012810482696,0.83714547180948,0.91440538497455,1.25458061493409
218,take,8.70220842825301,8.46058065649249,7.98435039675171,7.59739996865624,7.28206135135620
219,pride,0.90779256190290,1.44516560410580,0.89325591782045,1.66929288713803,1.64160373804334
220,usually,5.11724592753186,5.54319768706633,5.85395375949604,5.98049457543233,5.42141963650266
221,din,5.66268006406637,6.00740802832687,6.00707047325180,5.96152929708858,5.72155904262474
222,beautifully,0.0,1.61509060554811,2.00707047325180,2.37383700361186,2.96353183293070
223,decorate,1.32283006118175,2.69309311754939,2.83714547180948,2.91440538497456,2.85792164497010
224,restaurant,8.22671190691793,8.27012434463432,8.06355766459827,7.80922314828250,7.69433159998483
225,comfortable,2.57075757462533,2.61509060554811,3.67003548597422,4.00186822622490,3.85792164497010
226,enjoyable,2.49275506262406,3.03012810482696,3.48100166158420,3.27195738959264,2.22656623876449
227,put,6.58021790387440,6.40516753617388,5.87056847334693,5.23181799873943,4.98040565149510
228,effort,2.90779256190291,3.25252052616341,2.69512646693706,1.55826157474928,1.30902839895647
229,create,2.90779256190291,2.53262844535614,3.08507298525307,3.16233289841814,3.28206135135620
230,atmosphere,4.43135451795992,5.87979383174253,6.38017729206472,6.54740058211752,6.53713447148731
231,elegant,0.31269543464665,0.44516560410580,0.64450039386708,1.55826157474928,1.94645831957176
232,not chain,0.0,0.0,0.44662795891022,0.58899752621038,0.5506102597045
233,chain,3.74909481588384,4.42244552760572,4.55139098947560,4.46129984486219,3.68342391373796
234,downtown,3.53228342681070,3.69309311754938,4.06596416230536,4.38201093505756,4.05398678387620
235,phoenix,3.13018498323935,3.53262844535614,3.85951328483794,4.13357390543672,4.66788306284219
236,would,8.58492490655193,8.62507469412074,8.62178031736700,8.15221285869769,7.45802274252918
237,trip,4.05075051574494,4.74894635228290,4.48100166158420,4.72176030703216,4.81623574216318
238,probably,5.74909481588385,6.51125479456357,6.77672468612417,5.86860169536143,5.31236411151973
239,not would,1.49275506262406,0.76709369899316,0.64450039386708,0.70679703145246,0.27530512985225
240,way,7.33685053149668,7.30935174876008,7.14320716123783,6.79551934564965,6.33386025193641
241,hit,3.87741891285938,4.65461896973475,5.06596416230536,5.03334645769806,4.47300413406759
242,spot,4.78226167981904,4.98432441521383,5.90860783436611,6.29594833615914,6.20698586979498
243,near,4.18081105630932,4.51125479456357,4.73196323511743,4.68919244457573,3.97199341167890
244,anthem,0.93808630393996,0.68073519400953,0.44662795891022,0.35339851572623,0.36707350646967
245,phx,0.31269543464665,0.34036759700476,0.44662795891022,0.49936788569571,0.55414089679300
246,regret,2.41029290243209,1.90459722274310,2.08507298525307,2.52911522908977,2.91169290141108
247,resturant,1.49275506262406,0.03012810482695,0.42210797253064,0.08433038641687,0.46103149240152
248,compare,3.53228342681070,4.57444862105077,4.83714547180948,3.96968782047574,3.92046311103882
249,nearby,2.84639201723876,3.65461896973475,3.50957081378098,3.64232583953775,2.43678394615484
250,check,6.91901981732616,6.89637671593812,6.43705831399661,6.10916223939681,5.64689803771285
251,http,2.49275506262406,0.68073519400953,2.08507298525307,1.86860169536143,2.59853501615145
252,www,2.13018498323935,0.44516560410580,1.83714547180948,1.37383700361185,2.66266535357117
253,com,3.18081105630932,1.90459722274310,2.22946289458824,2.43796734103157,3.25458061493409
254,everything,6.24169329845634,6.63992245852805,6.42210797253064,6.73777262502079,7.07672242804783
255,start,6.51265462006177,6.39936191449268,6.31287890277588,5.93954494725307,5.90286905102408
256,warm,4.89268566951270,5.37590294166869,4.98689259131416,5.25870129289037,4.85792164497010
257,invite,1.78226167981904,2.44516560410580,2.96642848875445,2.98049457543233,3.24064142397622
258,homemade,1.32283006118175,3.44516560410579,3.61850518533414,4.46899423665219,4.43678394615484
259,friendly,5.58961660187665,6.37590294166869,6.98435039675171,7.38506425903511,7.52640274552629
260,knowledgable,0.0,0.03012810482695,0.89325591782045,1.00186822622489,2.16885074090821
261,attentive,3.36722418054019,4.63499016298582,5.59203297397295,5.59739996865624,5.53142082029292
262,absolutely,5.42086214414228,4.51125479456357,4.37630428291751,4.77859152962884,5.77330941725516
263,listen,3.93753990529695,3.08902179388053,2.08507298525307,1.82129598058307,1.94645831957176
264,well,7.19010880089141,7.49501415355636,7.61850518533414,7.76849456484513,7.45274228419694
265,worth,5.97388175236068,6.33998336741375,6.30475102189248,6.29378375204582,6.4730041340676
266,stop,5.77404117301408,5.54319768706633,5.85951328483794,6.05906362780644,5.95715292036800
267,fan,4.22972065679027,5.22652531763046,5.41457429984523,5.69904023053208,5.06193553699170
268,bagel,3.36722418054019,3.87143035880790,2.92460831305982,3.21818613315166,1.91169290141108
269,cafe,4.02326977932284,4.44516560410580,4.56506592637268,4.66929288713803,4.09329970790103
270,similar,3.02326977932284,3.61509060554811,4.08507298525307,3.93677319800301,2.62023008725077
271,closer,1.32283006118175,2.53262844535614,2.69512646693706,2.43796734103157,2.48487823435589
272,easier,1.13018498323935,1.44516560410580,1.42210797253064,1.30672280775332,0.25458061493408
273,luckily,2.32283006118175,3.20005310626927,2.88153959116794,2.43796734103157,1.83954311565525
274,weiss,0.0,0.03012810482695,0.44662795891022,0.58899752621038,0.0
275,man,5.06429704758290,4.80271760872388,4.90323466226725,4.74729539913930,4.67308196951651
276,oh,5.58961660187665,5.52198120115663,4.95608654453299,5.08433038641687,5.42141963650266
277,dang,0.93808630393996,0.76709369899316,0.66994193836534,1.00186822622489,0.72406589823531
278,ball,2.96668625095647,3.69309311754938,3.15907356669685,3.39013881594095,2.91169290141108
279,broth,2.41029290243209,4.51125479456357,4.42210797253064,4.35734888082328,3.66266535357117
280,tender,3.18081105630932,4.14560532224689,4.81442539530940,5.28072759922037,5.01357251543030
281,pip,1.64475815606911,1.90459722274310,1.64450039386709,2.37383700361186,1.94645831957176
282,mouth,4.34519787421020,4.20005310626927,3.92460831305982,4.28944481632148,4.88505777490762
283,damn,3.22972065679027,3.03012810482696,3.29657709044678,3.69576509849921,3.13910339751416
284,especially,4.93753990529696,5.53262844535614,5.53758518995057,5.51431822716169,5.18349751687261
285,colder,0.6253908692933,0.44516560410580,0.42210797253064,0.35339851572623,0.5506102597045
286,pass,5.05075051574495,4.85455654024350,4.49535695456128,4.02292984175272,3.56536815221625
287,along,3.93753990529695,4.53262844535614,4.42210797253064,4.50686242224264,4.27524008550019
288,stack,1.90779256190291,2.76709369899316,1.74403606741800,2.37383700361186,1.41212189192057
289,two,7.22972065679027,7.52198120115663,7.05146459261024,6.70230794436598,6.34041052444147
290,potato,4.60823228004400,4.71195214480070,5.45185531592469,5.24083487209686,4.58204689336289
291,brisket,3.45211307812670,3.73056782296805,3.83714547180948,4.07427672175294,3.63095649384382
292,cover,4.36722418054020,4.39936191449268,4.32899856813916,4.16233289841814,3.55414089679299
293,melt,3.41029290243208,3.96872756016281,4.17699547469411,4.40625848130423,4.29560788319414
294,provolone,0.32283006118174,0.68073519400953,0.64450039386708,1.00186822622489,0.01357251543029
295,gravy,3.90779256190291,3.90459722274309,4.08507298525307,3.79704843433640,3.24064142397622
296,prefer,2.32283006118175,4.03012810482696,4.90323466226725,4.51431822716169,3.34855676314310
297,mine,4.05075051574494,4.30314659923337,4.14092621998659,3.52911522908976,3.38703091095774
298,side,6.27702637156862,7.00740802832687,7.28216031767790,7.18236246937740,6.50250812837768
299,rich,1.64475815606911,2.69309311754939,3.96642848875444,4.08433038641687,3.88505777490761
300,salty,4.47257718068643,5.60503694088419,5.40700108014043,4.70230794436599,3.41212189192057
301,slather,0.6253908692933,1.03012810482696,1.15907356669684,0.49936788569571,0.64237863632192
302,instead,5.93753990529696,6.15941112177192,5.53758518995057,4.98049457543233,4.10103535668063
303,amount,4.83062470138045,5.18663259050695,5.17699547469411,5.26755221047264,4.68342391373797
304,also,7.10090719071711,7.70255344679845,7.99449240717233,8.10546459950621,7.77330941725516
305,note,4.30010998468167,4.71195214480070,4.65732443422467,4.26313353920564,3.93784518926705
306,leave,7.79653581080117,7.30003398736604,6.61193253141066,5.96968782047575,5.75626472062346
307,overs,0.93808630393996,0.68073519400953,0.66994193836534,0.08433038641687,0.72406589823531
308,never finish,0.0,0.34036759700476,0.44662795891022,0.47119802096831,0.27530512985225
309,half,6.51758691560400,6.56410667682931,5.97157179203041,5.68589485447516,4.85792164497010
