,0,1,2,3,4,5,6,7,8,9
0,2.600875068244346,0.10006732340995074,0.10004752250138943,0.10018340031065544,0.10013951407315663,0.10000002460056674,3.3083513244598404,0.10008539954092167,0.10003837080798123,0.1000000271127503
1,0.10001578488024071,0.10001906804216491,0.10002958628671396,0.10002884373908541,0.10071364915105126,0.10000663084545988,7.770160696083679,0.1000465640547378,0.10000927899899659,0.10000925277583908
2,0.10003289792250174,0.10000002576167308,3.446433224837537,0.1000000280600307,0.10000002427159567,0.1000000304321518,0.10000002280511865,0.1000233537461075,0.10008878198582569,0.10000002921075729
3,0.10017068286478245,0.1000143798684631,0.1000248250591332,0.10005164677155846,0.10004338493075882,0.10000002111922016,0.10000002484735802,1.5344052237138572,0.10003281075918406,0.10000002240610867
4,0.10002119795823519,0.10007143019814595,3.5147537679755505,0.10002496909709552,0.10001478954437673,0.10002518590954952,0.10010143398142553,0.10010155147463372,13.293350588327854,0.10000002829121195
5,0.1000001313035046,0.10002329331990006,0.10000501362831976,0.100007014745293,0.10011761730798227,0.10000002165024426,0.10007030722170593,1.3615103834342703,0.1000239242957351,0.10000002207025555
6,0.10002066608958478,0.10001883682582403,0.1000088282113606,0.10000015181213581,0.10003282065007449,0.10003517916116077,0.10004067073312552,0.10002214234484326,0.1000108166961571,15.078285100129978
7,0.10285206095077322,0.10012839959094685,0.10003370864694835,0.10001824680238408,0.10006495730841689,0.10002153720438536,0.17529408511074024,0.10002370040110546,9.90073152935568,0.10000002160360945
8,0.1000102637614382,0.10000001985982655,0.10007845767109474,0.10000002750932344,2.1608318689580557,0.10000003071375549,0.10002498997125556,0.10000128804182076,0.10000486833108214,0.10000038413777697
9,0.10007486394987092,0.10004692065645354,0.10005373682907776,0.1001068249483435,10.746718174729168,0.10000483389985503,0.1000761319656187,0.10002935113852264,0.10003930142653879,0.10000002281511719
